artist,album,rating,review_link,info_link
Cheekface,Too Much to Ask,80,https://youtu.be/le_0jyqCXFU,https://www.albumoftheyear.org/album/531804-cheekface-too-much-to-ask.php
Beabadoobee,Beatopia,70,https://youtu.be/LBQDuTn6T0c,https://www.albumoftheyear.org/album/481211-beabadoobee-beatopia.php
Meridian Brothers,Meridian Brothers & El Grupo Renacimiento,80,https://youtu.be/tGClvgTCrIY,https://www.albumoftheyear.org/album/533050-meridian-brothers-meridian-brothers-el-grupo-renacimiento.php
Beyoncé,RENAISSANCE,80,https://youtu.be/xY5RyjaQJCE,https://www.albumoftheyear.org/album/515536-beyonce-renaissance.php
DOMi & JD Beck,NOT TiGHT,70,https://youtu.be/RKf3ppfFUkg,https://www.albumoftheyear.org/album/518025-domi-jd-beck-not-tight.php
Chat Pile,God’s Country,80,https://youtu.be/KcYBolH-j9c,https://www.albumoftheyear.org/album/507729-chat-pile-gods-country.php
Joey Bada$$,2000,70,https://youtu.be/I8RPsF-hdXo,https://www.albumoftheyear.org/album/503825-joey-badass-2000.php
Lil Uzi Vert,Red & White 🔴 ⚪,60,https://youtu.be/6bjliN6hJTs,https://www.albumoftheyear.org/album/525129-lil-uzi-vert-red-white.php
Jack White,Entering Heaven Alive,50,https://youtu.be/9NSOGd2p530,https://www.albumoftheyear.org/album/436664-jack-white-entering-heaven-alive.php
Rico Nasty,Las Ruinas,30,https://youtu.be/AOWmL1eydWI,https://www.albumoftheyear.org/album/507670-rico-nasty-las-ruinas.php
Superorganism,World Wide Pop,60,https://youtu.be/8EdqpZu9lkM,https://www.albumoftheyear.org/album/478181-superorganism-world-wide-pop.php
Lizzo,Special,60,https://youtu.be/rTEZmXq9K3k,https://www.albumoftheyear.org/album/485009-lizzo-special.php
black midi,Hellfire,90,https://www.youtube.com/watch?v=miR30bsSH4E,https://www.albumoftheyear.org/album/502843-black-midi-hellfire.php
Steve Lacy,Gemini Rights,70,https://youtu.be/zb8-aHiTKL4,https://www.albumoftheyear.org/album/515508-steve-lacy-gemini-rights.php
Ken Carson,X,NA,NA,https://www.albumoftheyear.org/album/494700-ken-carson-x.php
Wormrot,Hiss,80,https://m.youtube.com/watch?v=SgjDaPWjzuU,https://www.albumoftheyear.org/album/482363-wormrot-hiss.php
Metric,Formentera,70,https://www.youtube.com/watch?v=fA0nxixnS-A,https://www.albumoftheyear.org/album/499094-metric-formentera.php
Viagra Boys,Cave World,90,https://www.youtube.com/watch?v=jmHZvGMe8pQ,https://www.albumoftheyear.org/album/495835-viagra-boys-cave-world.php
Westside Gunn,"Peace ""Fly"" God",50,https://www.youtube.com/watch?v=dMhpDlUTT_U,https://www.albumoftheyear.org/album/516630-westside-gunn-peace-fly-god.php
Lupe Fiasco,DRILL MUSIC IN ZION,80,https://youtu.be/4-F6oFAFxa8,https://www.albumoftheyear.org/album/437215-lupe-fiasco-drill-music-in-zion.php
Zola Jesus,Arkhon,70,https://www.youtube.com/watch?v=wxcosSfLuoc,https://www.albumoftheyear.org/album/484798-zola-jesus-arkhon.php
Regina Spektor,"Home, before and after",60,https://www.youtube.com/watch?v=yU3kEaiC3gQ,https://www.albumoftheyear.org/album/473082-regina-spektor-home-before-and-after.php
Lupe Fiasco,Drill Music In Zion,80,https://youtu.be/4-F6oFAFxa8,https://www.albumoftheyear.org/album/437215-lupe-fiasco-drill-music-in-zion.php
Soccer Mommy,"Sometimes, Forever",70,https://www.youtube.com/watch?v=pWripUQP7v8,https://www.albumoftheyear.org/album/485059-soccer-mommy-sometimes-forever.php
Petrol Girls,Baby,90,https://youtu.be/n5251uGGWJQ,https://www.albumoftheyear.org/album/517001-petrol-girls-baby.php
Weezer,SZNZ: Summer,50,https://youtu.be/WeKOdwlfYhM,https://www.albumoftheyear.org/album/467393-weezer-summer.php
Perfume Genius,Ugly Season,70,https://www.youtube.com/watch?v=gI55UJ7UOVg,https://www.albumoftheyear.org/album/485254-perfume-genius-ugly-season.php
Krallice,Psychagogue,70,https://www.youtube.com/watch?v=b61CZuGy74E,https://www.albumoftheyear.org/album/516036-krallice-psychagogue.php
Leikeli47,Shape Up,80,https://youtu.be/rQopUHwvodQ,https://www.albumoftheyear.org/album/474247-leikeli47-shape-up.php
Logic,Vinyl Days,70,https://www.youtube.com/watch?v=7YhWLqIenz4,https://www.albumoftheyear.org/album/458005-logic-vinyl-days.php
Post Malone,Twelve Carat Toothache,30,https://www.youtube.com/watch?v=XbCNCpybfkE,https://www.albumoftheyear.org/album/462848-post-malone-twelve-carat-toothache.php
Angel Olsen,Big Time,70,https://www.youtube.com/watch?v=NrAlED63uXQ,https://www.albumoftheyear.org/album/487215-angel-olsen-big-time.php
070 Shake,You Can't Kill Me,60,https://www.youtube.com/watch?v=9It1YqWEGVk&ab_channel=theneedledrop,https://www.albumoftheyear.org/album/492415-070-shake-you-cant-kill-me.php
Artificial Brain,Artificial Brain,80,https://youtu.be/b__adVVw68c,https://www.albumoftheyear.org/album/509445-artificial-brain-artificial-brain.php
KayCyy,Get Used to It,40,https://youtube.com/watch?v=i5P7Mhli4AQ,https://www.albumoftheyear.org/album/386680-kaycyy-pluto-get-used-to-it.php
JER,Bothered/Unbothered,80,https://youtu.be/OeUTdHtfz5o,https://www.albumoftheyear.org/album/508858-jer-botheredunbothered.php
Ada Rook,UGLY DEATH NO REDEMPTION ANGEL CURSE I LOVE YOU,70,https://youtu.be/YFYkzUjgM_U,https://www.albumoftheyear.org/album/465522-ada-rook-ugly-death-no-redemption-angel-curse-i-love-you.php
Boldy James & Real Bad Man,Killing Nothing,70,https://youtu.be/lTdb0zc6VKY,https://www.albumoftheyear.org/album/496164-boldy-james-real-bad-man-killing-nothing.php
Gospel,The Loser,80,https://www.youtube.com/watch?v=zxaXgNJG3xk,https://www.albumoftheyear.org/album/494428-gospel-the-loser.php
Quelle Chris,DEATHFAME,70,https://www.youtube.com/watch?v=57Tjvv_pCXg,https://www.albumoftheyear.org/album/490492-quelle-chris-deathfame.php
Ethel Cain,Preacher's Daughter,60,https://youtu.be/oyLkPLnoDlo,https://www.albumoftheyear.org/album/482256-ethel-cain-preachers-daughter.php
Bad Bunny,Un Verano Sin Ti,60,https://www.youtube.com/watch?v=4CzhI0LMRtg,https://www.albumoftheyear.org/album/496273-bad-bunny-un-verano-sin-ti.php
Destroyer,LABYRINTHITIS,60,https://youtu.be/5Dtrc9sfzek,https://www.albumoftheyear.org/album/456886-destroyer-labyrinthitis.php
Flume,Palaces,60,https://www.youtube.com/watch?v=WJxPwlyW6kU,https://www.albumoftheyear.org/album/465400-flume-palaces.php
Harry Styles,Harry's House,60,https://www.youtube.com/watch?v=43UeV6KfZrU,https://www.albumoftheyear.org/album/484984-harry-styles-harrys-house.php
Everything Everything,Raw Data Feel,70,https://www.youtube.com/watch?v=S8PcXAfXUhc,https://www.albumoftheyear.org/album/467220-everything-everything-raw-data-feel.php
Florence + The Machine,Dance Fever,70,https://youtu.be/BACSjK-EmtY,https://www.albumoftheyear.org/album/478848-florence-the-machine-dance-fever.php
The Smile,A Light for Attracting Attention,70,https://youtu.be/LRegmIX7R24,https://www.albumoftheyear.org/album/483541-the-smile-a-light-for-attracting-attention.php
Kendrick Lamar,Mr. Morale & The Big Steppers,80,https://youtu.be/gHQE7tULx6c,https://www.albumoftheyear.org/album/494992-kendrick-lamar-mr-morale-the-big-steppers.php
Quelle Chris,Deathfame,70,https://www.youtube.com/watch?v=57Tjvv_pCXg,https://www.albumoftheyear.org/album/490492-quelle-chris-deathfame.php
Otoboke Beaver,Super Champon,80,https://youtu.be/Ms88Vd8nllE,https://www.albumoftheyear.org/album/476837-otoboke-beaver-super-champon.php
Arcade Fire,WE,40,https://www.youtube.com/watch?v=pBlSdteBqpQ,https://www.albumoftheyear.org/album/482507-arcade-fire-we.php
Jack Harlow,Come Home the Kids Miss You,30,https://youtu.be/3jdIN-lDPI8,https://www.albumoftheyear.org/album/482099-jack-harlow-come-home-the-kids-miss-you.php
Sharon Van Etten,We’ve Been Going About This All Wrong,60,https://www.youtube.com/watch?v=xYaICH9pVX4,https://www.albumoftheyear.org/album/490198-sharon-van-etten-weve-been-going-about-this-all-wrong.php
Black Star,No Fear of Time,50,https://m.youtube.com/watch?v=lNAjYhyX6FM,https://www.albumoftheyear.org/album/491091-black-star-no-fear-of-time.php
Rammstein,Zeit,60,https://www.youtube.com/watch?v=gjbxzjPIMqM,https://www.albumoftheyear.org/album/479218-rammstein-zeit.php
Future,I NEVER LIKED YOU,50,https://m.youtube.com/watch?v=gwX3MPBJGcU,https://www.albumoftheyear.org/album/465335-future-i-never-liked-you.php
Toro y Moi,MAHAL,70,https://www.youtube.com/watch?v=f-tvyp7jpE0,https://www.albumoftheyear.org/album/462791-toro-y-moi-mahal.php
Pusha T,It's Almost Dry,80,https://www.youtube.com/watch?v=DHdySyDRnhA,https://www.albumoftheyear.org/album/461680-pusha-t-its-almost-dry.php
King Gizzard and the Lizard Wizard,Omnium Gatherum,60,https://youtu.be/wOQ17rU-btk,https://www.albumoftheyear.org/album/478624-king-gizzard-and-the-lizard-wizard-omnium-gatherum.php
Haru Nemuri,春火燎原 (Shunka Ryougen),70,https://youtu.be/-0j4UCWUNr4,https://www.albumoftheyear.org/album/464621-harunemuri-shunka-ryougen.php
Spiritualized,Everything Was Beautiful,80,https://youtu.be/ChLLBp3FmUA,https://www.albumoftheyear.org/album/433045-spiritualized-everything-was-beautiful.php
Undeath,It's Time​...​To Rise From the Grave,70,https://m.youtube.com/watch?v=GXYY97QT0Aw,https://www.albumoftheyear.org/album/460089-undeath-its-time-to-rise-from-the-grave.php
Jack White,Fear of the Dawn,70,https://www.youtube.com/watch?v=MWuh2ygtk7o,https://www.albumoftheyear.org/album/436661-jack-white-fear-of-the-dawn.php
Yung Lean,Stardust,50,https://www.youtube.com/watch?v=dLZeJiej_CI,https://www.albumoftheyear.org/album/485651-yung-lean-stardust.php
Daniel Rossen,You Belong There,80,https://youtu.be/yUZwQTviD2o,https://www.albumoftheyear.org/album/460236-daniel-rossen-you-belong-there.php
Wet Leg,Wet Leg,60,https://youtu.be/1uAgJUrgQQ4,https://www.albumoftheyear.org/album/442494-wet-leg-wet-leg.php
Vince Staples,RAMONA PARK BROKE MY HEART,60,https://www.youtube.com/watch?v=PvwVSNo-ppI,https://www.albumoftheyear.org/album/356525-vince-staples-ramona-park-broke-my-heart.php
Father John Misty,Chloë and the Next 20th Century,40,https://youtu.be/xv6iahk4NAk,https://www.albumoftheyear.org/album/442158-father-john-misty-chloe-and-the-next-20th-century.php
Orville Peck,Bronco,70,https://youtu.be/4Htl79aR9fs,https://www.albumoftheyear.org/album/467383-orville-peck-bronco.php
Billy Woods,Aethiopes,80,https://www.youtube.com/watch?v=wSesOY1Aa4A,https://www.albumoftheyear.org/album/479756-billy-woods-aethiopes.php
Red Hot Chili Peppers,Unlimited Love,40,https://www.youtube.com/watch?v=PUaI7KEXA3c,https://www.albumoftheyear.org/album/465793-red-hot-chili-peppers-unlimited-love.php
PUP,THE UNRAVELING OF PUPTHEBAND,60,https://www.youtube.com/watch?v=l45vCdmZ6Pw,https://www.albumoftheyear.org/album/457677-pup-the-unraveling-of-puptheband.php
Dreamville,D-Day: A Gangsta Grillz Mixtape,70,https://youtu.be/46058wmoJUQ,https://www.albumoftheyear.org/album/487666-dreamville-d-day.php
Soul Glo,Diaspora Problems,90,https://www.youtube.com/watch?v=-D5-MKIVzjo,https://www.albumoftheyear.org/album/456906-soul-glo-diaspora-problems.php
Machine Gun Kelly,mainstream sellout,10,https://youtu.be/j-YUq_dPBxc,https://www.albumoftheyear.org/album/399233-mgk-mainstream-sellout.php
Kilo Kish,AMERICAN GURL,80,https://www.youtube.com/watch?v=ABX2gfy7CDk,https://www.albumoftheyear.org/album/463428-kilo-kish-american-gurl.php
Denzel Curry,"Melt My Eyez, See Your Future",80,https://youtu.be/eCSjx7bNqAA,https://www.albumoftheyear.org/album/268169-denzel-curry-melt-my-eyez-see-your-future.php
Ibibio Sound Machine,Electricity,70,https://www.youtube.com/watch?v=y9e_a-lIFuY,https://www.albumoftheyear.org/album/459498-ibibio-sound-machine-electricity.php
Guerilla Toss,Famously Alive,60,https://youtu.be/WqNWlBebp0o,https://www.albumoftheyear.org/album/457209-guerilla-toss-famously-alive.php
Weezer,SZNZ: Spring,50,https://youtu.be/RuI-CgnKZMY,https://www.albumoftheyear.org/album/467392-weezer-spring.php
ROSALÍA,MOTOMAMI,70,https://youtu.be/gVvtiq_lhKw,https://www.albumoftheyear.org/album/433129-rosalia-motomami.php
Charli XCX,CRASH,50,https://youtu.be/umfLvZcJV08,https://www.albumoftheyear.org/album/432885-charli-xcx-crash.php
Bladee & Ecco2k,Crest,80,https://www.youtube.com/watch?v=SmDls15895I,https://www.albumoftheyear.org/album/482613-bladee-ecco2k-crest.php
Rex Orange County,WHO CARES?,70,https://youtu.be/NQGYOMoGEYw,https://www.albumoftheyear.org/album/346971-rex-orange-county-who-cares.php
Alex Cameron,Oxy Music,60,https://youtu.be/NyOaf1479D4,https://www.albumoftheyear.org/album/460232-alex-cameron-oxy-music.php
Ghost,IMPERA,50,https://youtu.be/44kLX63GpT0,https://www.albumoftheyear.org/album/460096-ghost-impera.php
Benny The Butcher,Tana Talk 4,80,https://youtu.be/rDE9o0VRWRo,https://www.albumoftheyear.org/album/437216-benny-the-butcher-tana-talk-4.php
Charlotte Adigéry & Bolis Pupul,Topical Dancer,80,https://www.youtube.com/watch?v=JBj7QogMrDA,https://www.albumoftheyear.org/album/433413-charlotte-adigery-bolis-pupul-topical-dancer.php
Vein.fm,This World Is Going to Ruin You,60,https://youtu.be/hK8jOQObVeU,https://www.albumoftheyear.org/album/452328-vein-this-world-is-going-to-ruin-you.php
Nilüfer Yanya,PAINLESS,70,https://www.youtube.com/watch?v=M9SIjlZR-cE,https://www.albumoftheyear.org/album/435670-nilufer-yanya-painless.php
The Cool Kids,BEFORE SHIT GOT WEIRD,70,https://youtu.be/nymPPGzNouU,https://www.albumoftheyear.org/album/462201-the-cool-kids-before-shit-got-weird.php
EARTHGANG,Ghetto Gods,70,https://www.youtube.com/watch?v=oVZK8MBWMs8,https://www.albumoftheyear.org/album/336352-earthgang-ghetto-gods.php
Avril Lavigne,Love Sux,40,https://youtu.be/ROdGlntndpg,https://www.albumoftheyear.org/album/452196-avril-lavigne-love-sux.php
Conway the Machine,God Don't Make Mistakes,90,https://youtu.be/R6BYedaNkBQ,https://www.albumoftheyear.org/album/321054-conway-god-dont-make-mistakes.php
Oliver Tree,Cowboy Tears,30,https://www.youtube.com/watch?v=kP0V93rTCaw,https://www.albumoftheyear.org/album/444540-oliver-tree-cowboy-tears.php
Beach House,Once Twice Melody,80,https://youtu.be/760OT_z3bMg,https://www.albumoftheyear.org/album/435719-beach-house-once-twice-melody.php
Big K.R.I.T.,Digital Roses Don't Die,40,https://youtu.be/1VPAYG4Rmag,https://www.albumoftheyear.org/album/446839-big-krit-digital-roses-dont-die.php
Yeat,2 Alivë,40,https://youtu.be/89NcCkteSAc,https://www.albumoftheyear.org/album/444739-yeat-2-alive.php
Black Dresses,Forget Your Own Face,80,https://youtu.be/CX6z3ERpI8Y,https://www.albumoftheyear.org/album/470322-black-dresses-forget-your-own-face.php
$NOT,Ethereal,30,https://youtu.be/NVf_SH9rz_o,https://www.albumoftheyear.org/album/429298-not-ethereal.php
alt-J,The Dream,60,https://www.youtube.com/watch?v=xvn1eG99Mfs,https://www.albumoftheyear.org/album/417680-alt-j-the-dream.php
Big Thief,Dragon New Warm Mountain I Believe in You,90,https://youtu.be/QB8CkJcztoM,https://www.albumoftheyear.org/album/435870-big-thief-dragon-new-warm-mountain-i-believe-in-you.php
Zeal and Ardor,Zeal & Ardor,40,https://youtu.be/Ea0v0OTdd2I,https://www.albumoftheyear.org/album/374397-zeal-and-ardor-zeal-ardor.php
Spoon,Lucifer on the Sofa,70,https://youtu.be/Bxha5rmMWT4,https://www.albumoftheyear.org/album/431199-spoon-lucifer-on-the-sofa.php
Saba,Few Good Things,60,https://youtu.be/rF3ygo1P8Tc,https://www.albumoftheyear.org/album/433647-saba-few-good-things.php
Yeule,Glitch Princess,70,https://youtu.be/PIATnHGy5k8,https://www.albumoftheyear.org/album/320775-yeule-glitch-princess.php
"Black Country, New Road",Ants From Up There,90,https://youtu.be/yteTG6zfEFE,https://www.albumoftheyear.org/album/424961-black-country-new-road-ants-from-up-there.php
Mitski,Laurel Hell,60,https://youtu.be/rYBUJkvMwo8,https://www.albumoftheyear.org/album/435676-mitski-laurel-hell.php
Animal Collective,Time Skiffs,70,https://youtu.be/3wuJgLHejOk,https://www.albumoftheyear.org/album/413718-animal-collective-time-skiffs.php
Amber Mark,Three Dimensions Deep,70,https://www.youtube.com/watch?v=B9WARR8z3mk,https://www.albumoftheyear.org/album/417956-amber-mark-three-dimensions-deep.php
Krallice,Crystalline Exhaustion,80,https://youtu.be/dDf9giqfhTI,https://www.albumoftheyear.org/album/463664-krallice-crystalline-exhaustion.php
Silvana Estrada,Marchita,90,https://www.youtube.com/watch?v=OrWA926f0zE,https://www.albumoftheyear.org/album/429684-silvana-estrada-marchita.php
Yard Act,The Overload,70,https://www.youtube.com/watch?v=GRAryagd_WU,https://www.albumoftheyear.org/album/411957-yard-act-the-overload.php
Boris,W,40,https://youtu.be/rpOhC-UxtbU,https://www.albumoftheyear.org/album/442776-boris-w.php
AURORA,The Gods We Can Touch,60,https://youtu.be/z2G8EmCxjJo,https://www.albumoftheyear.org/album/422942-aurora-the-gods-we-can-touch.php
foxtails,fawn,80,https://www.youtube.com/watch?v=NDAQaePWUwE,https://www.albumoftheyear.org/album/436658-foxtails-fawn.php
FKA twigs,CAPRISONGS,80,https://www.youtube.com/watch?v=6-K4gwk_5ZM,https://www.albumoftheyear.org/album/448920-fka-twigs-caprisongs.php
Earl Sweatshirt,SICK!,60,https://youtu.be/scdj90F112k,https://www.albumoftheyear.org/album/439178-earl-sweatshirt-sick.php
Cordae,From a Bird's Eye View,60,https://youtu.be/o_tvpnk5HwY,https://www.albumoftheyear.org/album/363631-cordae-from-a-birds-eye-view.php
The Weeknd,Dawn FM,80,https://youtu.be/LiQfSv1p_IA,https://www.albumoftheyear.org/album/390097-the-weeknd-dawn-fm.php
Nas,Magic,70,https://youtu.be/zw2UJpfIBaI,https://www.albumoftheyear.org/album/450109-nas-magic.php
Ustalost,Before the Glinting Spell Unvests,70,https://youtu.be/IKaiYcfoMsI,https://www.albumoftheyear.org/album/455108-ustalost-before-the-glinting-spell-unvests.php
Roddy Ricch,LIVE LIFE FAST,30,https://youtu.be/HjYZe98PoWE,https://www.albumoftheyear.org/album/414452-roddy-ricch-live-life-fast.php
Chief Keef,4NEM,70,https://youtu.be/UYRIk0-OTZ0,https://www.albumoftheyear.org/album/446332-chief-keef-4nem.php
tricot,上出来 (Jodeki),70,https://youtu.be/j-3A8FUT-ZQ,https://www.albumoftheyear.org/album/419109-tricot--jodeki.php
Juice WRLD,Fighting Demons,40,https://youtu.be/dtNbOpGOjmw,https://www.albumoftheyear.org/album/436756-juice-wrld-fighting-demons.php
Arca,kiCK iiiii,70,https://www.youtube.com/watch?v=OD6lCaNCK7w,https://www.albumoftheyear.org/album/442230-arca-kick-iiiii.php
Arca,kick iiii,60,https://www.youtube.com/watch?v=OD6lCaNCK7w,https://www.albumoftheyear.org/album/438831-arca-kick-iiii.php
Arca,KicK iii,90,https://www.youtube.com/watch?v=OD6lCaNCK7w,https://www.albumoftheyear.org/album/435716-arca-kick-iii.php
Arca,KICK ii,70,https://www.youtube.com/watch?v=OD6lCaNCK7w,https://www.albumoftheyear.org/album/420973-arca-kick-ii.php
Richard Dawson & Circle,Henki,90,https://www.youtube.com/watch?v=Bb7QhCfBNQ8,https://www.albumoftheyear.org/album/414280-richard-dawson-circle-henki.php
Adele,30,70,https://www.youtube.com/watch?v=_U9yVOT8VC8,https://www.albumoftheyear.org/album/420983-adele-30.php
Converge & Chelsea Wolfe,Bloodmoon: I,70,https://youtu.be/t1izUgTyMs8,https://www.albumoftheyear.org/album/419622-converge-chelsea-wolfe-bloodmoon-i.php
dltzk,Frailty,70,https://www.youtube.com/watch?v=5XM_6i5_wb4,https://www.albumoftheyear.org/album/418876-dltzk-frailty.php
Aesop Rock & Blockhead,Garbology,70,https://youtu.be/dc-zed6ffrQ,https://www.albumoftheyear.org/album/425398-aesop-rock-blockhead-garbology.php
Idles,CRAWLER,60,https://www.youtube.com/watch?v=N1Aioax6rYE,https://www.albumoftheyear.org/album/419659-idles-crawler.php
Silk Sonic,An Evening with Silk Sonic,70,https://youtu.be/crZNckV5Q74,https://www.albumoftheyear.org/album/339855-silk-sonic-an-evening-with-silk-sonic.php
Summer Walker,STILL OVER IT,70,https://youtu.be/WgEhIuKnZMw,https://www.albumoftheyear.org/album/422221-summer-walker-still-over-it.php
Aminé,TWOPOINTFIVE,60,https://youtu.be/aDtnn-XGQxU,https://www.albumoftheyear.org/album/433530-amine-twopointfive.php
Dijon,Absolutely,70,https://www.youtube.com/watch?v=hEtCXuNPxhQ,https://www.albumoftheyear.org/album/428835-dijon-absolutely.php
ABBA,Voyage,50,https://youtu.be/x6Bi-SbHQsY,https://www.albumoftheyear.org/album/409659-abba-voyage.php
Sloppy Jane,Madison,80,https://youtu.be/pQczJl2jbf8,https://www.albumoftheyear.org/album/414275-sloppy-jane-madison.php
Snail Mail,Valentine,50,https://youtu.be/QLg0Kwmx0vw,https://www.albumoftheyear.org/album/412857-snail-mail-valentine.php
death's dynamic shroud.wmv,Faith in Persona,80,https://www.youtube.com/watch?v=5l7sWQ9Z-9A,https://www.albumoftheyear.org/album/432640-deaths-dynamic-shroudwmv-faith-in-persona.php
Mastodon,Hushed and Grim,60,https://www.youtube.com/watch?v=eBgdS1yHwRk,https://www.albumoftheyear.org/album/411883-mastodon-hushed-and-grim.php
The War on Drugs,I Don't Live Here Anymore,50,https://www.youtube.com/watch?v=EZc4QCJmKdQ,https://www.albumoftheyear.org/album/391832-the-war-on-drugs-i-dont-live-here-anymore.php
Ed Sheeran,=,20,https://youtu.be/aae1g4R9KJA,https://www.albumoftheyear.org/album/384973-ed-sheeran-.php
Marissa Nadler,The Path of the Clouds,70,https://www.youtube.com/watch?v=3VOAXpSR9V0,https://www.albumoftheyear.org/album/406093-marissa-nadler-the-path-of-the-clouds.php
JPEGMAFIA,LP!,90,https://youtu.be/bbsD3mRmQn4,https://www.albumoftheyear.org/album/421557-jpegmafia-lp.php
Deerhoof,"Actually, You Can",80,https://youtu.be/PSzGIQrWq6Y,https://www.albumoftheyear.org/album/392645-deerhoof-actually-you-can.php
JPEGMAFIA,LP! (Offline Version),90,https://www.youtube.com/watch?v=bbsD3mRmQn4,https://www.albumoftheyear.org/album/428719-jpegmafia-lp-offline.php
Lana Del Rey,Blue Banisters,50,https://youtu.be/7NJBESktHRU,https://www.albumoftheyear.org/album/361078-lana-del-rey-blue-banisters.php
Parquet Courts,Sympathy for Life,60,https://youtu.be/Bjm9BdhuvRY,https://www.albumoftheyear.org/album/384250-parquet-courts-sympathy-for-life.php
Remi Wolf,Juno,70,https://youtu.be/xd9CX3FVRqw,https://www.albumoftheyear.org/album/403396-remi-wolf-juno.php
Young Thug,Punk,30,https://youtu.be/XEvmxqE3x5M,https://www.albumoftheyear.org/album/172101-young-thug-punk.php
Coldplay,Music of the Spheres,20,https://www.youtube.com/watch?v=meeXN2ljRoA,https://www.albumoftheyear.org/album/361206-coldplay-music-of-the-spheres.php
Fire-Toolz,Eternal Home,70,https://youtu.be/WxdzDxf0I0k,https://www.albumoftheyear.org/album/390002-fire-toolz-eternal-home.php
Lil Ugly Mane,VOLCANIC BIRD ENEMY AND THE VOICED CONCERN,70,https://www.youtube.com/watch?v=6mGcNObSah8,https://www.albumoftheyear.org/album/424850-lil-ugly-mane-volcanic-bird-enemy-and-the-voiced-concern.php
James Blake,Friends That Break Your Heart,80,https://youtu.be/P_4jJvEh6Q0,https://www.albumoftheyear.org/album/393022-james-blake-friends-that-break-your-heart.php
Don Toliver,Life of a DON,40,https://www.youtube.com/watch?v=09X24f6LLjc,https://www.albumoftheyear.org/album/338505-don-toliver-life-of-a-don.php
Magdalena Bay,Mercurial World,80,https://www.youtube.com/watch?v=1nlE5RDwFeA,https://www.albumoftheyear.org/album/385275-magdalena-bay-mercurial-world.php
BADBADNOTGOOD,Talk Memory,70,https://youtu.be/qCs96C1QPKI,https://www.albumoftheyear.org/album/388857-badbadnotgood-talk-memory.php
Wiki,Half God,80,https://youtu.be/Zg8iZsoi6qQ,https://www.albumoftheyear.org/album/408417-wiki-half-god.php
Frontierer,Oxidized,60,https://youtu.be/NkxFwOzxVas,https://www.albumoftheyear.org/album/390656-frontierer-oxidized.php
illuminati hotties,Let Me Do One More,80,https://www.youtube.com/watch?v=D8nsZQJpFRM,https://www.albumoftheyear.org/album/378335-illuminati-hotties-let-me-do-one-more.php
Juçara Marçal,Delta Estácio Blues,70,https://youtu.be/KWObzAl8uX4,https://www.albumoftheyear.org/album/420525-jucara-marcal-delta-estacio-blues.php
Westside Gunn,Hitler Wears Hermes 8: Side B,80,https://youtu.be/d9WiNp9l624,https://www.albumoftheyear.org/album/409869-westside-gunn-hitler-wears-hermes-8-side-b.php
Sufjan Stevens & Angelo De Augustine,A Beginner’s Mind,80,https://www.youtube.com/watch?v=bO4nntxCsz4,https://www.albumoftheyear.org/album/388011-sufjan-stevens-angelo-de-augustine-a-beginners-mind.php
Poppy,Flux,60,https://www.youtube.com/watch?v=t54BjsTl5P4,https://www.albumoftheyear.org/album/395409-poppy-flux.php
YoungBoy Never Broke Again,"Sincerely, Kentrell",40,https://youtu.be/nr_g5ksJoDQ,https://www.albumoftheyear.org/album/320788-nba-youngboy-sincerely-kentrell.php
Blu,The Color Blu​(​e),80,https://youtu.be/-IYvNxzzfd4,https://www.albumoftheyear.org/album/410093-blu-the-color-blue.php
Carcass,Torn Arteries,70,https://www.youtube.com/watch?v=W_okXUTN2v4,https://www.albumoftheyear.org/album/381150-carcass-torn-arteries.php
ZillaKami,DOG BOY,20,https://www.youtube.com/watch?v=XfNpqVl-caw,https://www.albumoftheyear.org/album/337202-zillakami-dog-boy.php
Lil Nas X,MONTERO,70,https://youtu.be/XU8kVIzm_D0,https://www.albumoftheyear.org/album/348440-lil-nas-x-montero.php
Injury Reserve,By the Time I Get to Phoenix,90,https://www.youtube.com/watch?v=9t3xLtOCF4w,https://www.albumoftheyear.org/album/399564-injury-reserve-by-the-time-i-get-to-phoenix.php
Baby Keem,The Melodic Blue,60,https://www.youtube.com/watch?v=fDo6TzAIaAE,https://www.albumoftheyear.org/album/361850-baby-keem-the-melodic-blue.php
Low,Hey What,80,https://youtu.be/Btugs9ZTbvw,https://www.albumoftheyear.org/album/382458-low-hey-what.php
Kacey Musgraves,star-crossed,20,https://youtu.be/HMu-Md27VDc,https://www.albumoftheyear.org/album/403759-kacey-musgraves-star-crossed.php
Little Simz,Sometimes I Might Be Introvert,80,https://youtu.be/DF-MrUfIsY4,https://www.albumoftheyear.org/album/357961-little-simz-sometimes-i-might-be-introvert.php
Lady Gaga,Dawn of Chromatica,70,https://youtu.be/Krf_8OWvLis,https://www.albumoftheyear.org/album/408136-lady-gaga-dawn-of-chromatica.php
Drake,Certified Lover Boy,30,https://www.youtube.com/watch?v=k6ppxsRfZMA,https://www.albumoftheyear.org/album/270769-drake-certified-lover-boy.php
Kanye West,Donda,70,https://www.youtube.com/watch?v=93UpSHztaq0,https://www.albumoftheyear.org/album/262792-kanye-west-donda.php
Westside Gunn,Hitler Wears Hermes 8: Sincerely Adolf,60,https://youtu.be/d9WiNp9l624,https://www.albumoftheyear.org/album/296682-westside-gunn-hitler-wears-hermes-8.php
